human,humanLabel,parliamentary_term,parliamentary_termLabel,sex_or_gender,sex_or_genderLabel,date_of_birth,funkcja,funkcjaLabel,partia_polityczna,partia_politycznaLabel
http://www.wikidata.org/entity/Q97732,Christine Buchholz,,,http://www.wikidata.org/entity/Q6581072,female,1971-04-02T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q97758,Gerd Langguth,,,http://www.wikidata.org/entity/Q6581097,male,1946-05-18T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q97872,Thomas Jarzombek,,,http://www.wikidata.org/entity/Q6581097,male,1973-04-28T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q97872,Thomas Jarzombek,,,http://www.wikidata.org/entity/Q6581097,male,1973-04-28T00:00:00Z,http://www.wikidata.org/entity/Q17781726,member of the Landtag of North Rhine-Westphalia,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98019,Clemens Binninger,,,http://www.wikidata.org/entity/Q6581097,male,1962-04-24T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98103,Philipp von Bismarck,,,http://www.wikidata.org/entity/Q6581097,male,1913-08-19T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98103,Philipp von Bismarck,,,http://www.wikidata.org/entity/Q6581097,male,1913-08-19T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98105,Tom Koenigs,,,http://www.wikidata.org/entity/Q6581097,male,1944-01-01T00:00:00Z,http://www.wikidata.org/entity/Q813389,Q813389,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q98105,Tom Koenigs,,,http://www.wikidata.org/entity/Q6581097,male,1944-01-25T00:00:00Z,http://www.wikidata.org/entity/Q813389,Q813389,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q98105,Tom Koenigs,,,http://www.wikidata.org/entity/Q6581097,male,1944-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q98105,Tom Koenigs,,,http://www.wikidata.org/entity/Q6581097,male,1944-01-25T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q98108,Waldemar von Knoeringen,,,http://www.wikidata.org/entity/Q6581097,male,1906-10-06T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98108,Waldemar von Knoeringen,,,http://www.wikidata.org/entity/Q6581097,male,1906-10-06T00:00:00Z,http://www.wikidata.org/entity/Q17586301,Member of the Landtag of Bavaria,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98115,Gunther Krichbaum,,,http://www.wikidata.org/entity/Q6581097,male,1964-05-04T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98158,Viola von Cramon-Taubadel,,,http://www.wikidata.org/entity/Q6581072,female,1970-03-23T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q98342,Werner Schuster,,,http://www.wikidata.org/entity/Q6581097,male,1939-01-20T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98346,Josef Brunner,,,http://www.wikidata.org/entity/Q6581097,male,1928-08-12T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q98351,Karl-Heinz Schröter,,,http://www.wikidata.org/entity/Q6581097,male,1954-10-26T00:00:00Z,http://www.wikidata.org/entity/Q514725,Landrat,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98351,Karl-Heinz Schröter,,,http://www.wikidata.org/entity/Q6581097,male,1954-10-26T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98389,Georg Brunnhuber,,,http://www.wikidata.org/entity/Q6581097,male,1948-02-18T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98482,Gustav Klingelhöfer,,,http://www.wikidata.org/entity/Q6581097,male,1888-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98482,Gustav Klingelhöfer,,,http://www.wikidata.org/entity/Q6581097,male,1888-10-16T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98482,Gustav Klingelhöfer,,,http://www.wikidata.org/entity/Q6581097,male,1888-01-01T00:00:00Z,http://www.wikidata.org/entity/Q18327335,Member of the Abgeordnetenhaus of Berlin,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98482,Gustav Klingelhöfer,,,http://www.wikidata.org/entity/Q6581097,male,1888-10-16T00:00:00Z,http://www.wikidata.org/entity/Q18327335,Member of the Abgeordnetenhaus of Berlin,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98482,Gustav Klingelhöfer,,,http://www.wikidata.org/entity/Q6581097,male,1888-01-01T00:00:00Z,http://www.wikidata.org/entity/Q28969136,member of the Berlin City Council,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98482,Gustav Klingelhöfer,,,http://www.wikidata.org/entity/Q6581097,male,1888-10-16T00:00:00Z,http://www.wikidata.org/entity/Q28969136,member of the Berlin City Council,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98509,Gerhard Botz,,,http://www.wikidata.org/entity/Q6581097,male,1955-09-15T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98509,Gerhard Botz,,,http://www.wikidata.org/entity/Q6581097,male,1955-09-15T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98509,Gerhard Botz,,,http://www.wikidata.org/entity/Q6581097,male,1955-09-15T00:00:00Z,http://www.wikidata.org/entity/Q17344251,Member of the Landtag of Thuringia,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98509,Gerhard Botz,,,http://www.wikidata.org/entity/Q6581097,male,1955-09-15T00:00:00Z,http://www.wikidata.org/entity/Q18557729,member of the Volkskammer,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98511,Norman Paech,,,http://www.wikidata.org/entity/Q6581097,male,1938-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q98511,Norman Paech,,,http://www.wikidata.org/entity/Q6581097,male,1938-04-12T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q98511,Norman Paech,,,http://www.wikidata.org/entity/Q6581097,male,1938-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98511,Norman Paech,,,http://www.wikidata.org/entity/Q6581097,male,1938-04-12T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98585,Siegbert Alber,,,http://www.wikidata.org/entity/Q6581097,male,1936-01-01T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98585,Siegbert Alber,,,http://www.wikidata.org/entity/Q6581097,male,1936-07-27T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98585,Siegbert Alber,,,http://www.wikidata.org/entity/Q6581097,male,1936-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98585,Siegbert Alber,,,http://www.wikidata.org/entity/Q6581097,male,1936-07-27T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98725,Clemens Bollen,,,http://www.wikidata.org/entity/Q6581097,male,1948-02-12T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98727,Bernhard Brinkmann,,,http://www.wikidata.org/entity/Q6581097,male,1952-05-22T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98746,Herbert Rusche,,,http://www.wikidata.org/entity/Q6581097,male,1952-05-06T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q13129,Pirate Party Germany
http://www.wikidata.org/entity/Q98746,Herbert Rusche,,,http://www.wikidata.org/entity/Q6581097,male,1952-05-06T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q98746,Herbert Rusche,,,http://www.wikidata.org/entity/Q6581097,male,1952-05-06T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q193178,Die Grünen
http://www.wikidata.org/entity/Q98746,Herbert Rusche,,,http://www.wikidata.org/entity/Q6581097,male,1952-05-06T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q422605,Q422605
http://www.wikidata.org/entity/Q98757,Wolfgang von Stetten,,,http://www.wikidata.org/entity/Q6581097,male,1941-01-22T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98768,Andreas Jung,,,http://www.wikidata.org/entity/Q6581097,male,1975-05-13T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98778,Rolf Böhme,,,http://www.wikidata.org/entity/Q6581097,male,1934-08-06T00:00:00Z,http://www.wikidata.org/entity/Q30185,mayor,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98778,Rolf Böhme,,,http://www.wikidata.org/entity/Q6581097,male,1934-08-06T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98778,Rolf Böhme,,,http://www.wikidata.org/entity/Q6581097,male,1934-08-06T00:00:00Z,http://www.wikidata.org/entity/Q19731005,Parliamentary Secretary in Germany,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98788,Ingo Wellenreuther,,,http://www.wikidata.org/entity/Q6581097,male,1959-12-16T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98802,Ulrich Maurer,,,http://www.wikidata.org/entity/Q6581097,male,1948-11-29T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q98802,Ulrich Maurer,,,http://www.wikidata.org/entity/Q6581097,male,1948-11-29T00:00:00Z,http://www.wikidata.org/entity/Q17481175,Member of the Landtag of Baden-Württemberg,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q98802,Ulrich Maurer,,,http://www.wikidata.org/entity/Q6581097,male,1948-11-29T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98802,Ulrich Maurer,,,http://www.wikidata.org/entity/Q6581097,male,1948-11-29T00:00:00Z,http://www.wikidata.org/entity/Q17481175,Member of the Landtag of Baden-Württemberg,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q98802,Ulrich Maurer,,,http://www.wikidata.org/entity/Q6581097,male,1948-11-29T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q166027,Labour and Social Justice – The Electoral Alternative
http://www.wikidata.org/entity/Q98802,Ulrich Maurer,,,http://www.wikidata.org/entity/Q6581097,male,1948-11-29T00:00:00Z,http://www.wikidata.org/entity/Q17481175,Member of the Landtag of Baden-Württemberg,http://www.wikidata.org/entity/Q166027,Labour and Social Justice – The Electoral Alternative
http://www.wikidata.org/entity/Q98804,Alexander Bonde,,,http://www.wikidata.org/entity/Q6581097,male,1975-01-12T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q98819,Henning Otte,,,http://www.wikidata.org/entity/Q6581097,male,1968-10-27T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q98828,Hans Egon Engell,,,http://www.wikidata.org/entity/Q6581097,male,1897-11-15T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q98828,Hans Egon Engell,,,http://www.wikidata.org/entity/Q6581097,male,1897-11-15T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q707844,All-German Bloc/League of Expellees and Deprived of Rights
http://www.wikidata.org/entity/Q98946,Conrad Fink,,,http://www.wikidata.org/entity/Q6581097,male,1900-07-07T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q98946,Conrad Fink,,,http://www.wikidata.org/entity/Q6581097,male,1900-07-07T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q255857,Party y Tontis
http://www.wikidata.org/entity/Q98946,Conrad Fink,,,http://www.wikidata.org/entity/Q6581097,male,1900-07-07T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q302884,Bavarian People's Party
http://www.wikidata.org/entity/Q98954,Hermann Fellner,,,http://www.wikidata.org/entity/Q6581097,male,1950-12-20T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q98979,Cornelia Behm,,,http://www.wikidata.org/entity/Q6581072,female,1951-09-20T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q99009,Emil Theil,,,http://www.wikidata.org/entity/Q6581097,male,1892-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99009,Emil Theil,,,http://www.wikidata.org/entity/Q6581097,male,1892-07-23T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99009,Emil Theil,,,http://www.wikidata.org/entity/Q6581097,male,1892-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17441472,Member of the Bürgerschaft of Bremen,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99009,Emil Theil,,,http://www.wikidata.org/entity/Q6581097,male,1892-07-23T00:00:00Z,http://www.wikidata.org/entity/Q17441472,Member of the Bürgerschaft of Bremen,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99009,Emil Theil,,,http://www.wikidata.org/entity/Q6581097,male,1892-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q310296,Independent Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99009,Emil Theil,,,http://www.wikidata.org/entity/Q6581097,male,1892-07-23T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q310296,Independent Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99009,Emil Theil,,,http://www.wikidata.org/entity/Q6581097,male,1892-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17441472,Member of the Bürgerschaft of Bremen,http://www.wikidata.org/entity/Q310296,Independent Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99009,Emil Theil,,,http://www.wikidata.org/entity/Q6581097,male,1892-07-23T00:00:00Z,http://www.wikidata.org/entity/Q17441472,Member of the Bürgerschaft of Bremen,http://www.wikidata.org/entity/Q310296,Independent Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99028,Martina Krogmann,,,http://www.wikidata.org/entity/Q6581072,female,1964-07-10T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q99055,Ernst Bahr,,,http://www.wikidata.org/entity/Q6581097,male,1945-06-11T00:00:00Z,http://www.wikidata.org/entity/Q514725,Landrat,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99055,Ernst Bahr,,,http://www.wikidata.org/entity/Q6581097,male,1945-06-11T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q18327335,Member of the Abgeordnetenhaus of Berlin,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q28978682,Senator of Berlin,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q18327335,Member of the Abgeordnetenhaus of Berlin,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q28978682,Senator of Berlin,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q148861,German Communist Party
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q18327335,Member of the Abgeordnetenhaus of Berlin,http://www.wikidata.org/entity/Q148861,German Communist Party
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q28978682,Senator of Berlin,http://www.wikidata.org/entity/Q148861,German Communist Party
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q152554,The Left Party.PDS
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q18327335,Member of the Abgeordnetenhaus of Berlin,http://www.wikidata.org/entity/Q152554,The Left Party.PDS
http://www.wikidata.org/entity/Q99120,Heidi Knake-Werner,,,http://www.wikidata.org/entity/Q6581072,female,1943-03-05T00:00:00Z,http://www.wikidata.org/entity/Q28978682,Senator of Berlin,http://www.wikidata.org/entity/Q152554,The Left Party.PDS
http://www.wikidata.org/entity/Q99181,Willi Beuster,,,http://www.wikidata.org/entity/Q6581097,male,1908-08-13T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99185,Alfred Gille,,,http://www.wikidata.org/entity/Q6581097,male,1901-09-15T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q99185,Alfred Gille,,,http://www.wikidata.org/entity/Q6581097,male,1901-09-15T00:00:00Z,http://www.wikidata.org/entity/Q18130496,Member of the Landtag of Schleswig-Holstein,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q99185,Alfred Gille,,,http://www.wikidata.org/entity/Q6581097,male,1901-09-15T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q707844,All-German Bloc/League of Expellees and Deprived of Rights
http://www.wikidata.org/entity/Q99185,Alfred Gille,,,http://www.wikidata.org/entity/Q6581097,male,1901-09-15T00:00:00Z,http://www.wikidata.org/entity/Q18130496,Member of the Landtag of Schleswig-Holstein,http://www.wikidata.org/entity/Q707844,All-German Bloc/League of Expellees and Deprived of Rights
http://www.wikidata.org/entity/Q99185,Alfred Gille,,,http://www.wikidata.org/entity/Q6581097,male,1901-09-15T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q1516101,All-Germany Party
http://www.wikidata.org/entity/Q99185,Alfred Gille,,,http://www.wikidata.org/entity/Q6581097,male,1901-09-15T00:00:00Z,http://www.wikidata.org/entity/Q18130496,Member of the Landtag of Schleswig-Holstein,http://www.wikidata.org/entity/Q1516101,All-Germany Party
http://www.wikidata.org/entity/Q99277,Alfons Pawelczyk,,,http://www.wikidata.org/entity/Q6581097,male,1933-02-26T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99328,Winfried Hermann,,,http://www.wikidata.org/entity/Q6581097,male,1952-07-19T00:00:00Z,http://www.wikidata.org/entity/Q1937085,Baden-Württemberg Ministry of Transport,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q99328,Winfried Hermann,,,http://www.wikidata.org/entity/Q6581097,male,1952-07-19T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q99328,Winfried Hermann,,,http://www.wikidata.org/entity/Q6581097,male,1952-07-19T00:00:00Z,http://www.wikidata.org/entity/Q17481175,Member of the Landtag of Baden-Württemberg,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q99423,Hannsheinz Bauer,,,http://www.wikidata.org/entity/Q6581097,male,1909-03-28T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99899,Gerd Andres,,,http://www.wikidata.org/entity/Q6581097,male,1951-04-08T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99899,Gerd Andres,,,http://www.wikidata.org/entity/Q6581097,male,1951-04-08T00:00:00Z,http://www.wikidata.org/entity/Q19731005,Parliamentary Secretary in Germany,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q99903,Franz Handlos,,,http://www.wikidata.org/entity/Q6581097,male,1939-12-09T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q99903,Franz Handlos,,,http://www.wikidata.org/entity/Q6581097,male,1939-12-09T00:00:00Z,http://www.wikidata.org/entity/Q17586301,Member of the Landtag of Bavaria,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q99903,Franz Handlos,,,http://www.wikidata.org/entity/Q6581097,male,1939-12-09T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q99903,Franz Handlos,,,http://www.wikidata.org/entity/Q6581097,male,1939-12-09T00:00:00Z,http://www.wikidata.org/entity/Q17586301,Member of the Landtag of Bavaria,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q99903,Franz Handlos,,,http://www.wikidata.org/entity/Q6581097,male,1939-12-09T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q269316,The Republicans
