human,humanLabel,parliamentary_term,parliamentary_termLabel,sex_or_gender,sex_or_genderLabel,date_of_birth,funkcja,funkcjaLabel,partia_polityczna,partia_politycznaLabel
http://www.wikidata.org/entity/Q70081,Helene Wessel,,,http://www.wikidata.org/entity/Q6581072,female,1898-07-06T00:00:00Z,http://www.wikidata.org/entity/Q18627832,Member of Landtag of Prussia,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q70081,Helene Wessel,,,http://www.wikidata.org/entity/Q6581072,female,1898-07-06T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q157537,Centre Party
http://www.wikidata.org/entity/Q70081,Helene Wessel,,,http://www.wikidata.org/entity/Q6581072,female,1898-07-06T00:00:00Z,http://www.wikidata.org/entity/Q17781726,member of the Landtag of North Rhine-Westphalia,http://www.wikidata.org/entity/Q157537,Centre Party
http://www.wikidata.org/entity/Q70081,Helene Wessel,,,http://www.wikidata.org/entity/Q6581072,female,1898-07-06T00:00:00Z,http://www.wikidata.org/entity/Q18627832,Member of Landtag of Prussia,http://www.wikidata.org/entity/Q157537,Centre Party
http://www.wikidata.org/entity/Q70081,Helene Wessel,,,http://www.wikidata.org/entity/Q6581072,female,1898-07-06T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q451497,All-German People's Party
http://www.wikidata.org/entity/Q70081,Helene Wessel,,,http://www.wikidata.org/entity/Q6581072,female,1898-07-06T00:00:00Z,http://www.wikidata.org/entity/Q17781726,member of the Landtag of North Rhine-Westphalia,http://www.wikidata.org/entity/Q451497,All-German People's Party
http://www.wikidata.org/entity/Q70081,Helene Wessel,,,http://www.wikidata.org/entity/Q6581072,female,1898-07-06T00:00:00Z,http://www.wikidata.org/entity/Q18627832,Member of Landtag of Prussia,http://www.wikidata.org/entity/Q451497,All-German People's Party
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q18559580,member of the Landtag of Saxony-Anhalt,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q19731005,Parliamentary Secretary in Germany,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q29897971,Q29897971,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q29914841,Q29914841,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q18559580,member of the Landtag of Saxony-Anhalt,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q19731005,Parliamentary Secretary in Germany,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q29897971,Q29897971,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q70083,Cornelia Pieper,,,http://www.wikidata.org/entity/Q6581072,female,1959-02-04T00:00:00Z,http://www.wikidata.org/entity/Q29914841,Q29914841,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q70089,Christoph Bergner,,,http://www.wikidata.org/entity/Q6581097,male,1948-11-24T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49754,Christian Democratic Union
http://www.wikidata.org/entity/Q70089,Christoph Bergner,,,http://www.wikidata.org/entity/Q6581097,male,1948-11-24T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q70089,Christoph Bergner,,,http://www.wikidata.org/entity/Q6581097,male,1948-11-24T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q646129,New Forum
http://www.wikidata.org/entity/Q70263,Franz Etzel,,,http://www.wikidata.org/entity/Q6581097,male,1902-08-12T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q70263,Franz Etzel,,,http://www.wikidata.org/entity/Q6581097,male,1902-08-12T00:00:00Z,http://www.wikidata.org/entity/Q22575092,Federal Minister of Finance,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q70263,Franz Etzel,,,http://www.wikidata.org/entity/Q6581097,male,1902-08-12T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q70263,Franz Etzel,,,http://www.wikidata.org/entity/Q6581097,male,1902-08-12T00:00:00Z,http://www.wikidata.org/entity/Q22575092,Federal Minister of Finance,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q70263,Franz Etzel,,,http://www.wikidata.org/entity/Q6581097,male,1902-08-12T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q158227,German National People's Party
http://www.wikidata.org/entity/Q70263,Franz Etzel,,,http://www.wikidata.org/entity/Q6581097,male,1902-08-12T00:00:00Z,http://www.wikidata.org/entity/Q22575092,Federal Minister of Finance,http://www.wikidata.org/entity/Q158227,German National People's Party
http://www.wikidata.org/entity/Q70407,Hermann Otto Solms,,,http://www.wikidata.org/entity/Q6581097,male,1940-11-24T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q70429,Hermann Gröhe,,,http://www.wikidata.org/entity/Q6581097,male,1961-02-25T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q70429,Hermann Gröhe,,,http://www.wikidata.org/entity/Q6581097,male,1961-02-25T00:00:00Z,http://www.wikidata.org/entity/Q29549398,Secretary General of the CDU,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q70429,Hermann Gröhe,,,http://www.wikidata.org/entity/Q6581097,male,1961-02-25T00:00:00Z,http://www.wikidata.org/entity/Q30533368,Federal Minister of Health,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q70950,Marie Elisabeth Lüders,,,http://www.wikidata.org/entity/Q6581072,female,1878-06-25T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q70950,Marie Elisabeth Lüders,,,http://www.wikidata.org/entity/Q6581072,female,1878-06-25T00:00:00Z,http://www.wikidata.org/entity/Q17850767,member of the Reichstag of the Weimar Republic,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q70950,Marie Elisabeth Lüders,,,http://www.wikidata.org/entity/Q6581072,female,1878-06-25T00:00:00Z,http://www.wikidata.org/entity/Q28969136,member of the Berlin City Council,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q70950,Marie Elisabeth Lüders,,,http://www.wikidata.org/entity/Q6581072,female,1878-06-25T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q70950,Marie Elisabeth Lüders,,,http://www.wikidata.org/entity/Q6581072,female,1878-06-25T00:00:00Z,http://www.wikidata.org/entity/Q17850767,member of the Reichstag of the Weimar Republic,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q70950,Marie Elisabeth Lüders,,,http://www.wikidata.org/entity/Q6581072,female,1878-06-25T00:00:00Z,http://www.wikidata.org/entity/Q28969136,member of the Berlin City Council,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q70950,Marie Elisabeth Lüders,,,http://www.wikidata.org/entity/Q6581072,female,1878-06-25T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q328195,German Democratic Party
http://www.wikidata.org/entity/Q70950,Marie Elisabeth Lüders,,,http://www.wikidata.org/entity/Q6581072,female,1878-06-25T00:00:00Z,http://www.wikidata.org/entity/Q17850767,member of the Reichstag of the Weimar Republic,http://www.wikidata.org/entity/Q328195,German Democratic Party
http://www.wikidata.org/entity/Q70950,Marie Elisabeth Lüders,,,http://www.wikidata.org/entity/Q6581072,female,1878-06-25T00:00:00Z,http://www.wikidata.org/entity/Q28969136,member of the Berlin City Council,http://www.wikidata.org/entity/Q328195,German Democratic Party
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49750,Socialist Unity Party of Germany
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49750,Socialist Unity Party of Germany
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q18556824,member of the Landtag of Brandenburg,http://www.wikidata.org/entity/Q49750,Socialist Unity Party of Germany
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q18557729,member of the Volkskammer,http://www.wikidata.org/entity/Q49750,Socialist Unity Party of Germany
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q18556824,member of the Landtag of Brandenburg,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q18557729,member of the Volkskammer,http://www.wikidata.org/entity/Q49764,The Left
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q152554,The Left Party.PDS
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q152554,The Left Party.PDS
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q18556824,member of the Landtag of Brandenburg,http://www.wikidata.org/entity/Q152554,The Left Party.PDS
http://www.wikidata.org/entity/Q71018,Lothar Bisky,,,http://www.wikidata.org/entity/Q6581097,male,1941-08-17T00:00:00Z,http://www.wikidata.org/entity/Q18557729,member of the Volkskammer,http://www.wikidata.org/entity/Q152554,The Left Party.PDS
http://www.wikidata.org/entity/Q71196,Prince Konstantin of Bavaria,,,http://www.wikidata.org/entity/Q6581097,male,1920-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q71196,Prince Konstantin of Bavaria,,,http://www.wikidata.org/entity/Q6581097,male,1920-08-15T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q71196,Prince Konstantin of Bavaria,,,http://www.wikidata.org/entity/Q6581097,male,1920-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17586301,Member of the Landtag of Bavaria,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q71196,Prince Konstantin of Bavaria,,,http://www.wikidata.org/entity/Q6581097,male,1920-08-15T00:00:00Z,http://www.wikidata.org/entity/Q17586301,Member of the Landtag of Bavaria,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q71345,Ewald Bucher,,,http://www.wikidata.org/entity/Q6581097,male,1914-07-19T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q71345,Ewald Bucher,,,http://www.wikidata.org/entity/Q6581097,male,1914-07-19T00:00:00Z,http://www.wikidata.org/entity/Q30533247,Federal Minister of Justice,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q71345,Ewald Bucher,,,http://www.wikidata.org/entity/Q6581097,male,1914-07-19T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q71345,Ewald Bucher,,,http://www.wikidata.org/entity/Q6581097,male,1914-07-19T00:00:00Z,http://www.wikidata.org/entity/Q30533247,Federal Minister of Justice,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q71345,Ewald Bucher,,,http://www.wikidata.org/entity/Q6581097,male,1914-07-19T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q71345,Ewald Bucher,,,http://www.wikidata.org/entity/Q6581097,male,1914-07-19T00:00:00Z,http://www.wikidata.org/entity/Q30533247,Federal Minister of Justice,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q71352,Horst Ehmke,,,http://www.wikidata.org/entity/Q6581097,male,1927-02-04T00:00:00Z,http://www.wikidata.org/entity/Q736559,Secretary of state,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q71352,Horst Ehmke,,,http://www.wikidata.org/entity/Q6581097,male,1927-02-04T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q71352,Horst Ehmke,,,http://www.wikidata.org/entity/Q6581097,male,1927-02-04T00:00:00Z,http://www.wikidata.org/entity/Q30533247,Federal Minister of Justice,http://www.wikidata.org/entity/Q7320,NSDAP
http://www.wikidata.org/entity/Q71352,Horst Ehmke,,,http://www.wikidata.org/entity/Q6581097,male,1927-02-04T00:00:00Z,http://www.wikidata.org/entity/Q736559,Secretary of state,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71352,Horst Ehmke,,,http://www.wikidata.org/entity/Q6581097,male,1927-02-04T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71352,Horst Ehmke,,,http://www.wikidata.org/entity/Q6581097,male,1927-02-04T00:00:00Z,http://www.wikidata.org/entity/Q30533247,Federal Minister of Justice,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71360,Erhard Eppler,,,http://www.wikidata.org/entity/Q6581097,male,1926-12-09T00:00:00Z,http://www.wikidata.org/entity/Q684357,Federal Ministry for Economic Cooperation and Development,http://www.wikidata.org/entity/Q451497,All-German People's Party
http://www.wikidata.org/entity/Q71360,Erhard Eppler,,,http://www.wikidata.org/entity/Q6581097,male,1926-12-09T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q451497,All-German People's Party
http://www.wikidata.org/entity/Q71360,Erhard Eppler,,,http://www.wikidata.org/entity/Q6581097,male,1926-12-09T00:00:00Z,http://www.wikidata.org/entity/Q17481175,Member of the Landtag of Baden-Württemberg,http://www.wikidata.org/entity/Q451497,All-German People's Party
http://www.wikidata.org/entity/Q71363,Rudolf Amelunxen,,,http://www.wikidata.org/entity/Q6581097,male,1888-06-30T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q157537,Centre Party
http://www.wikidata.org/entity/Q71363,Rudolf Amelunxen,,,http://www.wikidata.org/entity/Q6581097,male,1888-06-30T00:00:00Z,http://www.wikidata.org/entity/Q17781726,member of the Landtag of North Rhine-Westphalia,http://www.wikidata.org/entity/Q157537,Centre Party
http://www.wikidata.org/entity/Q71363,Rudolf Amelunxen,,,http://www.wikidata.org/entity/Q6581097,male,1888-06-30T00:00:00Z,http://www.wikidata.org/entity/Q30534793,Minister-President of North Rhine-Westphalia,http://www.wikidata.org/entity/Q157537,Centre Party
http://www.wikidata.org/entity/Q71364,Eduard Oswald,,,http://www.wikidata.org/entity/Q6581097,male,1947-09-06T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q71364,Eduard Oswald,,,http://www.wikidata.org/entity/Q6581097,male,1947-09-06T00:00:00Z,http://www.wikidata.org/entity/Q17586301,Member of the Landtag of Bavaria,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q71365,Fritz Erler,,,http://www.wikidata.org/entity/Q6581097,male,1913-07-14T00:00:00Z,http://www.wikidata.org/entity/Q514725,Landrat,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71365,Fritz Erler,,,http://www.wikidata.org/entity/Q6581097,male,1913-07-14T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71369,Lauritz Lauritzen,,,http://www.wikidata.org/entity/Q6581097,male,1910-01-20T00:00:00Z,http://www.wikidata.org/entity/Q30185,mayor,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71369,Lauritz Lauritzen,,,http://www.wikidata.org/entity/Q6581097,male,1910-01-20T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71369,Lauritz Lauritzen,,,http://www.wikidata.org/entity/Q6581097,male,1910-01-20T00:00:00Z,http://www.wikidata.org/entity/Q17519166,Member of the Hessian Parliament,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71419,Karl-Hermann Flach,,,http://www.wikidata.org/entity/Q6581097,male,1929-10-17T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q71419,Karl-Hermann Flach,,,http://www.wikidata.org/entity/Q6581097,male,1929-10-17T00:00:00Z,http://www.wikidata.org/entity/Q29914841,Q29914841,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q71419,Karl-Hermann Flach,,,http://www.wikidata.org/entity/Q6581097,male,1929-10-17T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q71419,Karl-Hermann Flach,,,http://www.wikidata.org/entity/Q6581097,male,1929-10-17T00:00:00Z,http://www.wikidata.org/entity/Q29914841,Q29914841,http://www.wikidata.org/entity/Q49755,Liberal Democratic Party of Germany
http://www.wikidata.org/entity/Q71508,Charles M. Huber,,,http://www.wikidata.org/entity/Q6581097,male,1956-12-03T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q71508,Charles M. Huber,,,http://www.wikidata.org/entity/Q6581097,male,1956-12-03T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49763,Christian Social Union of Bavaria
http://www.wikidata.org/entity/Q71508,Charles M. Huber,,,http://www.wikidata.org/entity/Q6581097,male,1956-12-03T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71533,Hans-Christian Ströbele,,,http://www.wikidata.org/entity/Q6581097,male,1939-06-07T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q71533,Hans-Christian Ströbele,,,http://www.wikidata.org/entity/Q6581097,male,1939-06-07T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71534,Hubertus Heil,,,http://www.wikidata.org/entity/Q6581097,male,1972-11-03T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71534,Hubertus Heil,,,http://www.wikidata.org/entity/Q6581097,male,1972-11-03T00:00:00Z,http://www.wikidata.org/entity/Q29552004,Secretary General of the SPD,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71560,Käte Strobel,,,http://www.wikidata.org/entity/Q6581072,female,1907-07-23T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71560,Käte Strobel,,,http://www.wikidata.org/entity/Q6581072,female,1907-07-23T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71635,Omid Nouripour,,,http://www.wikidata.org/entity/Q6581097,male,1975-06-18T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q71635,Omid Nouripour,,,http://www.wikidata.org/entity/Q6581097,male,1975-06-18T00:00:00Z,http://www.wikidata.org/entity/Q29885524,Member of the NATO Parliamentary Assembly,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q71651,Garrelt Duin,,,http://www.wikidata.org/entity/Q6581097,male,1968-04-02T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71651,Garrelt Duin,,,http://www.wikidata.org/entity/Q6581097,male,1968-04-02T00:00:00Z,http://www.wikidata.org/entity/Q83307,minister,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71651,Garrelt Duin,,,http://www.wikidata.org/entity/Q6581097,male,1968-04-02T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71660,Constanze Angela Krehl,,,http://www.wikidata.org/entity/Q6581072,female,1956-10-14T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71660,Constanze Angela Krehl,,,http://www.wikidata.org/entity/Q6581072,female,1956-10-14T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71660,Constanze Angela Krehl,,,http://www.wikidata.org/entity/Q6581072,female,1956-10-14T00:00:00Z,http://www.wikidata.org/entity/Q18557729,member of the Volkskammer,http://www.wikidata.org/entity/Q49768,Social Democratic Party of Germany
http://www.wikidata.org/entity/Q71670,Frithjof Schmidt,,,http://www.wikidata.org/entity/Q6581097,male,1953-04-17T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q71670,Frithjof Schmidt,,,http://www.wikidata.org/entity/Q6581097,male,1953-04-17T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49766,Alliance '90/The Greens
http://www.wikidata.org/entity/Q71697,Carl-Eduard von Bismarck,,,http://www.wikidata.org/entity/Q6581097,male,1961-02-16T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q49762,Christian Democratic Union
http://www.wikidata.org/entity/Q71763,Alexander Graf Lambsdorff,,,http://www.wikidata.org/entity/Q6581097,male,1966-11-05T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q71763,Alexander Graf Lambsdorff,,,http://www.wikidata.org/entity/Q6581097,male,1966-11-05T00:00:00Z,http://www.wikidata.org/entity/Q1939555,member of the German Bundestag,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q71763,Alexander Graf Lambsdorff,,,http://www.wikidata.org/entity/Q6581097,male,1966-11-05T00:00:00Z,http://www.wikidata.org/entity/Q7925068,Vice President of the European Parliament,http://www.wikidata.org/entity/Q13124,Free Democratic Party
http://www.wikidata.org/entity/Q71949,Fritz Hellwig,,,http://www.wikidata.org/entity/Q6581097,male,1912-08-03T00:00:00Z,http://www.wikidata.org/entity/Q27169,member of the European Parliament,http://www.wikidata.org/entity/Q7320,NSDAP
